name1,starting elo1,score1,ending elo1,name2,starting elo2,score2,ending elo2
Blackwater,1405.0449131380356,82,1380.4511872069438,Alaska,1475.7733118203382,120,1500.36703775143
NorthPort,1465.4640094842052,88,1446.9626885190658,NLEX,1425.6399366388873,102,1444.1412576040268
Phoenix,1503.9609219211234,71,1492.52792361406,Ginebra,1599.646475179518,86,1611.0794734865813
TNT,1583.082901692016,109,1589.3431348639174,Blackwater,1380.4511872069438,96,1374.1909540350425
Alaska,1500.36703775143,89,1506.590871546069,Rain or Shine,1560.825651158742,88,1554.601817364103
NLEX,1444.1412576040268,92,1433.3646897450408,Meralco,1476.0800863264235,101,1486.8566541854095
Magnolia,1559.2915194748302,84,1546.073321607695,Phoenix,1492.52792361406,91,1505.7461214811951
Terrafirma,1319.5819287166603,96,1311.4756036928782,NorthPort,1446.9626885190658,107,1455.0690135428479
San Miguel,1625.608344449222,92,1630.4462573025257,Alaska,1506.590871546069,88,1501.752958692765
Ginebra,1611.0794734865813,92,1594.865210470591,Magnolia,1546.073321607695,102,1562.2875846236855
Phoenix,1505.7461214811951,114,1511.6842079768392,NLEX,1433.3646897450408,110,1427.4266032493967
Alaska,1501.752958692765,99,1504.792962271415,Terrafirma,1311.4756036928782,96,1308.4356001142282
Rain or Shine,1554.601817364103,85,1562.655758003458,Ginebra,1594.865210470591,82,1586.811269831236
Meralco,1486.8566541854095,82,1481.1147305793677,San Miguel,1630.4462573025257,89,1636.1881809085676
Phoenix,1511.6842079768392,97,1500.0458309955102,Alaska,1504.792962271415,105,1516.431339252744
TNT,1589.3431348639174,89,1555.5889755844162,NLEX,1427.4266032493967,109,1461.180762528898
Blackwater,1374.1909540350425,88,1372.3813076537838,San Miguel,1636.1881809085676,90,1637.9978272898263
Phoenix,1500.0458309955102,116,1509.5039308329253,Terrafirma,1308.4356001142282,94,1298.977500276813
NorthPort,1455.0690135428479,87,1439.132042508405,TNT,1555.5889755844162,112,1571.525946618859
Ginebra,1586.811269831236,87,1594.1332525015532,Alaska,1516.431339252744,81,1509.1093565824267
Rain or Shine,1562.655758003458,79,1539.137018605284,NLEX,1461.180762528898,94,1484.6995019270719
Blackwater,1372.3813076537838,84,1366.7416877166486,Meralco,1481.1147305793677,89,1486.7543505165029
Magnolia,1562.2875846236855,102,1575.7034757979725,TNT,1571.525946618859,92,1558.110055444572
NorthPort,1439.132042508405,110,1436.0084862975423,Ginebra,1594.1332525015532,112,1597.256808712416
Terrafirma,1298.977500276813,89,1294.529243093336,Magnolia,1575.7034757979725,103,1580.1517329814496
Meralco,1486.7543505165029,85,1499.3726708215522,Rain or Shine,1539.137018605284,78,1526.5186983002347
San Miguel,1637.9978272898263,103,1622.1296561460977,Phoenix,1509.5039308329253,110,1525.372101976654
Blackwater,1366.7416877166486,101,1351.1824418941212,Terrafirma,1294.529243093336,110,1310.0884889158633
Alaska,1509.1093565824267,102,1517.6082257948128,NorthPort,1436.0084862975423,94,1427.5096170851562
NLEX,1484.6995019270719,124,1531.0074403083156,San Miguel,1622.1296561460977,90,1575.821717764854
Ginebra,1597.256808712416,85,1605.5776269214082,TNT,1558.110055444572,79,1549.7892372355798
Rain or Shine,1526.5186983002347,62,1517.3031292607711,Magnolia,1580.1517329814496,70,1589.3673020209133
TNT,1549.7892372355798,92,1562.3899473446054,Meralco,1499.3726708215522,79,1486.7719607125266
Blackwater,1351.1824418941212,71,1344.4363657705208,Rain or Shine,1517.3031292607711,82,1524.0492053843716
Meralco,1486.7719607125266,95,1489.5829695092655,Terrafirma,1310.0884889158633,93,1307.2774801191244
Magnolia,1589.3673020209133,83,1594.6290559954562,NorthPort,1427.5096170851562,76,1422.2478631106133
Ginebra,1605.5776269214082,66,1586.8650276815833,San Miguel,1575.821717764854,81,1594.5343170046788
Phoenix,1525.372101976654,100,1529.3810759129335,Blackwater,1344.4363657705208,95,1340.4273918342412
Alaska,1517.6082257948128,122,1524.944513784224,NLEX,1531.0074403083156,119,1523.6711523189044
Terrafirma,1307.2774801191244,80,1301.3151485784,Ginebra,1586.8650276815833,102,1592.8273592223077
Rain or Shine,1524.0492053843716,80,1535.1169503954334,TNT,1562.3899473446054,74,1551.3222023335436
San Miguel,1594.5343170046788,120,1604.6092334485813,NorthPort,1422.2478631106133,99,1412.1729466667107
Terrafirma,1301.3151485784,101,1292.2105819311623,NLEX,1523.6711523189044,127,1532.7757189661422
Meralco,1489.5829695092655,80,1497.315108050678,NorthPort,1412.1729466667107,73,1404.4408081252982
Magnolia,1594.6290559954562,95,1599.8864737656797,Blackwater,1340.4273918342412,80,1335.1699740640177
Phoenix,1529.3810759129335,90,1535.5489123463174,Rain or Shine,1535.1169503954334,88,1528.9491139620495
