name1,starting elo1,score1,ending elo1,name2,starting elo2,score2,ending elo2
Blackwater,1442.1222460090564,92,1450.274443220391,Meralco,1595.6900472476732,91,1587.5378500363386
NLEX,1518.9847900629927,77,1507.2972982598358,Star,1575.1812431499657,89,1586.8687349531226
Rain or Shine,1551.8087691507455,106,1559.9840469336964,TNT,1561.0211177673445,102,1552.8458399843937
San Miguel,1545.3021059886182,84,1525.2797604727607,Ginebra,1551.346425284872,104,1571.3687708007296
Meralco,1587.5378500363386,104,1593.9217779763055,Blackwater,1450.274443220391,96,1443.890515280424
TNT,1552.8458399843937,118,1560.9600353753906,Rain or Shine,1559.9840469336964,114,1551.8698515426995
Star,1586.8687349531226,66,1577.4521510132813,Meralco,1593.9217779763055,72,1603.3383619161468
Ginebra,1571.3687708007296,121,1595.7322089952127,TNT,1560.9600353753906,94,1536.5965971809076
Meralco,1603.3383619161468,98,1624.447755053272,Star,1577.4521510132813,74,1556.3427578761562
TNT,1536.5965971809076,103,1549.4955762818818,Ginebra,1595.7322089952127,96,1582.8332298942385
Star,1556.3427578761562,88,1550.99825140535,Meralco,1624.447755053272,91,1629.7922615240782
Ginebra,1582.8332298942385,106,1588.9888318588953,TNT,1549.4955762818818,103,1543.339974317225
TNT,1543.339974317225,105,1532.4600162246459,Ginebra,1588.9888318588953,115,1599.8687899514744
Ginebra,1599.8687899514744,102,1618.5922136668992,Meralco,1629.7922615240782,87,1611.0688378086534
Meralco,1611.0688378086534,76,1598.4537189657408,Ginebra,1618.5922136668992,86,1631.2073325098117
Ginebra,1631.2073325098117,81,1614.0008827480337,Meralco,1598.4537189657408,94,1615.6601687275188
Meralco,1615.6601687275188,85,1621.663185823071,Ginebra,1614.0008827480337,83,1607.9978656524816
Ginebra,1607.9978656524816,85,1622.461284029239,Meralco,1621.663185823071,74,1607.1997674463134
Meralco,1607.1997674463134,98,1618.313036309626,Ginebra,1622.461284029239,91,1611.3480151659264
Ginebra,1611.3480151659264,101,1620.3713363763486,Meralco,1618.313036309626,96,1609.289715099204
