name1,starting elo1,score1,ending elo1,name2,starting elo2,score2,ending elo2
Converge,1517.597107663093,105,1505.522000744173,San Miguel,1610.685685740165,121,1622.760792659085
Ginebra,1653.8882496699596,127,1669.9928714428554,NLEX,1507.0541902024631,93,1490.9495684295673
Phoenix,1441.130771242664,105,1430.6716873961896,TNT,1641.7186381493802,132,1652.1777219958547
Magnolia,1673.1243905564033,107,1659.923033889146,Meralco,1579.4110948762461,113,1592.6124515435035
San Miguel,1622.760792659085,112,1612.620623894673,Ginebra,1669.9928714428554,121,1680.1330402072674
Meralco,1592.6124515435035,80,1570.953636917809,TNT,1652.1777219958547,110,1673.8365366215492
TNT,1673.8365366215492,117,1660.2727959840088,Meralco,1570.953636917809,123,1584.5173775553494
Ginebra,1680.1330402072674,121,1694.7292742158672,San Miguel,1612.620623894673,103,1598.024389886073
San Miguel,1598.024389886073,85,1593.9395870807914,Ginebra,1694.7292742158672,87,1698.814077021149
Meralco,1584.5173775553494,80,1569.8856247256701,TNT,1660.2727959840088,99,1674.904548813688
TNT,1674.904548813688,107,1685.8747032996096,Meralco,1569.8856247256701,92,1558.9154702397486
Ginebra,1698.814077021149,102,1712.6744186523892,TNT,1685.8747032996096,90,1672.0143616683692
TNT,1672.0143616683692,95,1689.68955535709,Ginebra,1712.6744186523892,82,1694.9992249636684
Ginebra,1694.9992249636684,117,1710.7636895409485,TNT,1689.68955535709,103,1673.92509077981
TNT,1673.92509077981,116,1690.4951761791037,Ginebra,1710.7636895409485,104,1694.1936041416548
Ginebra,1694.1936041416548,95,1681.8603112261035,TNT,1690.4951761791037,104,1702.828469094655
TNT,1702.828469094655,97,1710.1348430792923,Ginebra,1681.8603112261035,93,1674.5539372414662
