name1,starting elo1,score1,ending elo1,name2,starting elo2,score2,ending elo2
San Miguel,1598.797510876653,103,1593.0318694476991,TNT,1611.266839625033,105,1617.0324810539869
NorthPort,1412.4714511672078,115,1423.3173491584894,Terrafirma,1304.9038879977843,100,1294.0579900065027
Rain or Shine,1424.2301661291187,97,1418.5938164491165,Magnolia,1665.32142408225,112,1670.9577737622521
Meralco,1550.2752595590796,114,1565.8080519557368,NLEX,1517.8148958502338,98,1502.2821034535766
Converge,1542.42461889488,98,1545.5251821431038,Blackwater,1263.3704260459572,90,1260.2698627977334
Blackwater,1260.2698627977334,104,1255.4612183945353,NorthPort,1423.3173491584894,110,1428.1259935616874
NLEX,1502.2821034535766,110,1512.1339469662614,Rain or Shine,1418.5938164491165,99,1408.7419729364317
Phoenix,1435.9026466020766,106,1445.9024449970727,Converge,1545.5251821431038,103,1535.5253837481077
Magnolia,1670.9577737622521,84,1662.426178965376,Meralco,1565.8080519557368,86,1574.339646752613
Rain or Shine,1408.7419729364317,106,1398.8948297426218,Phoenix,1445.9024449970727,114,1455.7495881908826
Meralco,1574.339646752613,107,1567.5167119413445,Ginebra,1639.0786729277568,112,1645.9016077390252
Terrafirma,1294.0579900065027,125,1287.1432012673479,NLEX,1512.1339469662614,142,1519.0487357054162
NorthPort,1428.1259935616874,109,1421.0191372319252,Magnolia,1662.426178965376,129,1669.5330352951382
Converge,1535.5253837481077,129,1529.3371452816673,Meralco,1567.5167119413445,132,1573.704950407785
Ginebra,1645.9016077390252,109,1654.8142802187826,Phoenix,1455.7495881908826,89,1446.8369157111251
Rain or Shine,1398.8948297426218,97,1382.725323048528,NorthPort,1421.0191372319252,113,1437.188643926019
Magnolia,1669.5330352951382,121,1671.0080613975992,Terrafirma,1287.1432012673479,115,1285.6681751648869
Meralco,1573.704950407785,92,1579.4110948762461,Phoenix,1446.8369157111251,86,1441.130771242664
Converge,1529.3371452816673,101,1517.597107663093,Ginebra,1654.8142802187826,120,1666.5543178373568
Blackwater,1255.4612183945353,95,1253.3448892357312,Magnolia,1671.0080613975992,110,1673.1243905564033
Ginebra,1666.5543178373568,109,1667.9084501966352,Terrafirma,1285.6681751648869,104,1284.3140428056086
NorthPort,1437.188643926019,110,1426.5226873573013,TNT,1617.0324810539869,134,1627.6984376227047
NLEX,1519.0487357054162,106,1507.0541902024631,San Miguel,1593.0318694476991,120,1605.0264149506522
San Miguel,1605.0264149506522,129,1610.685685740165,Rain or Shine,1382.725323048528,116,1377.0660522590154
TNT,1627.6984376227047,114,1641.7186381493802,Ginebra,1667.9084501966352,105,1653.8882496699596
