name1,starting elo1,score1,ending elo1,name2,starting elo2,score2,ending elo2
Phoenix,1501.955931316234,107,1491.0235517155,Meralco,1530.2217211580623,116,1541.1541007587964
Magnolia,1647.807275866431,109,1659.0077112860504,TNT,1547.4628262299493,94,1536.2623908103299
Rain or Shine,1482.0399321460266,122,1477.4621651197535,San Miguel,1635.7394810825895,127,1640.3172481088625
NorthPort,1479.0901671643344,93,1472.759629628342,Ginebra,1679.5198778434476,106,1685.85041537944
Meralco,1541.1541007587964,84,1531.7382138702592,Phoenix,1491.0235517155,88,1500.4394386040372
Phoenix,1500.4394386040372,79,1496.8868206747327,Magnolia,1659.0077112860504,82,1662.5603292153548
Ginebra,1685.85041537944,90,1678.7654551884068,San Miguel,1640.3172481088625,92,1647.4022082998956
San Miguel,1647.4022082998956,106,1661.9058192165908,Ginebra,1678.7654551884068,96,1664.2618442717117
Magnolia,1662.5603292153548,82,1666.4433676574376,Phoenix,1496.8868206747327,78,1493.0037822326499
Phoenix,1493.0037822326499,103,1525.310348562759,Magnolia,1666.4433676574376,85,1634.1368013273286
Ginebra,1664.2618442717117,91,1658.16957432686,San Miguel,1661.9058192165908,93,1667.9980891614425
Magnolia,1634.1368013273286,89,1642.4496762074702,Phoenix,1525.310348562759,79,1516.9974736826173
San Miguel,1667.9980891614425,103,1678.3035478686745,Magnolia,1642.4496762074702,95,1632.1442175002383
Magnolia,1632.1442175002383,85,1612.6605563520343,San Miguel,1678.3035478686745,109,1697.7872090168785
San Miguel,1697.7872090168785,80,1682.6830996975407,Magnolia,1612.6605563520343,88,1627.764665671372
Magnolia,1627.764665671372,93,1641.496239669724,San Miguel,1682.6830996975407,85,1668.9515256991888
San Miguel,1668.9515256991888,108,1680.6436667101175,Magnolia,1641.496239669724,98,1629.8040986587953
Magnolia,1629.8040986587953,102,1624.8435635016867,San Miguel,1680.6436667101175,104,1685.604201867226
