k,revert,brier,logloss,root series wins squared error
10,0.0,0.2418357893197935,0.6767401980527612,2.487614313843454
10,0.01,0.2417451995579217,0.6765577800734819,2.48595442563214
10,0.02,0.2416538393685308,0.6763737803745398,2.484284566084101
10,0.03,0.24156170062117113,0.6761881811244581,2.4826046215935444
10,0.04,0.24146877524356067,0.676000964565912,2.4809144789569406
10,0.05,0.24137505522662808,0.675812113023632,2.4792140254406587
10,0.06,0.24128053263001464,0.6756216089131608,2.4775031488563126
10,0.07,0.24118519958805087,0.6754294347504769,2.4757817376440068
10,0.08,0.2410890483162136,0.6752355731625073,2.474049680963653
10,0.09,0.2409920711180804,0.6750400068985506,2.4723068687945817
10,0.1,0.24089426039278916,0.6748427188426397,2.470553192043658
10,0.11,0.24079560864302013,0.6746436920268577,2.468788542662133
10,0.12,0.240696108483511,0.6744429096456455,2.4670128137714595
10,0.13,0.24059575265011954,0.674240355071121,2.465225899798353
10,0.14,0.24049453400945156,0.6740360118694422,2.4634276966193456
10,0.15,0.24039244556906555,0.6738298638182437,2.46161810171513
10,0.16,0.24028948048827428,0.6736218949251797,2.4597970143350034
10,0.17,0.24018563208955665,0.6734120894476084,2.457964335671713
10,0.18,0.2400808938706009,0.6732004319134524,2.4561199690470534
10,0.19,0.23997525951699436,0.6729869071432679,2.454263820108566
10,0.2,0.23986872291558095,0.6727715002735762,2.452395797037717
10,0.21,0.23976127816850526,0.6725541967814789,2.450515810769949
10,0.22,0.23965291960796328,0.672334982510615,2.4486237752270097
10,0.23,0.23954364181168133,0.6721138436985001,2.446719607562014
10,0.24,0.23943343961914532,0.6718907670052915,2.444803228417673
10,0.25,0.2393223081486024,0.6716657395440312,2.442874562198196
10,0.26,0.2392102428148581,0.6714387489124196,2.440933537355352
10,0.27,0.2390972393478934,0.6712097832261692,2.438980086689215
10,0.28,0.2389832938123264,0.6709788311539959,2.4370141476641702
10,0.29,0.2388684026277429,0.6707458819543076,2.4350356627407415
10,0.3,0.23875256258992336,0.6705109255136458,2.433044579723844
10,0.31,0.23863577089299245,0.6702739523869502,2.4310408521280995
10,0.32,0.23851802515251685,0.6700349538397024,2.429024439560881
10,0.33,0.23839932342958214,0.6697939218920248,2.4269953081237485
10,0.34,0.2382796642558752,0.6695508493648036,2.424953430833018
10,0.35,0.23815904665980092,0.6693057299279045,2.422898788060178
10,0.36,0.2380374701936651,0.6690585581505634,2.420831367992941
10,0.37,0.23791493496195015,0.6688093295540289,2.4187511671177075
10,0.38,0.2377914416507178,0.6685580406665386,2.4166581907242786
10,0.39,0.23766699155816634,0.6683046890807154,2.4145524534336507
10,0.4,0.23754158662637567,0.6680492735134708,2.4124339797497725
10,0.41,0.23741522947427038,0.6677917938685094,2.410302804636142
10,0.42,0.23728792343183286,0.6675322513015264,2.408158974118179
10,0.43,0.23715967257559872,0.6672706482882008,2.406002545912276
10,0.44,0.23703048176546346,0.6670069886950811,2.4038335900825123
10,0.45,0.23690035668283543,0.666741277853474,2.4016521897259464
10,0.46,0.23676930387016346,0.6664735226364403,2.3994584416874902
10,0.47,0.23663733077187105,0.6662037315390168,2.3972524573053104
10,0.48,0.23650444577672744,0.6659319147617713,2.395034363187743
10,0.49,0.23637065826168435,0.6656580842978251,2.3928043020226593
10,0.5,0.23623597863720805,0.6653822540234503,2.3905624334202433
10,0.51,0.23610041839413373,0.6651044397923855,2.388308934790077
10,0.52,0.23596399015206904,0.6648246595339915,2.38604400225343
10,0.53,0.23582670770937106,0.6645429333553882,2.38376785159157
10,0.54,0.23568858609472107,0.6642592836477118,2.38148071923089
10,0.55,0.23554964162031694,0.6639737351966367,2.3791828632655094
10,0.56,0.23540989193670392,0.6636863152973094,2.3768745645180203
10,0.57,0.23526935608925842,0.6633970538738478,2.3745561276388067
10,0.58,0.23512805457633953,0.6631059836035645,2.3722278822443714
10,0.59,0.23498600940912037,0.6628131400460705,2.369890184094842
10,0.6,0.2348432441731005,0.6625185617774265,2.3675434163107285
10,0.61,0.23469978409131037,0.6622222905295126,2.36518799062876
10,0.62,0.23455565608919893,0.6619243713347834,2.3628243486963965
10,0.63,0.2344108888612013,0.6616248526765878,2.36045296340437
10,0.64,0.2342655129389761,0.6613237866452368,2.3580743402562567
10,0.65,0.23411956076129067,0.6610212290999923,2.3556890187738
10,0.66,0.23397306674553398,0.6607172398371765,2.35329757393625
10,0.67,0.23382606736082323,0.6604118827645785,2.3509006176516
10,0.68,0.233678601202667,0.6601052260823579,2.348498800257081
10,0.69,0.23353070906913814,0.6597973424706367,2.3460928120457862
10,0.7,0.23338243403849737,0.6594883092839732,2.3436833848156065
10,0.71,0.23323382154820574,0.6591782087529207,2.341271293436133
10,0.72,0.23308491947524615,0.6588671281928605,2.3388573574283305
10,0.73,0.23293577821766848,0.658555160220315,2.3364424425510846
10,0.74,0.23278645077725696,0.6582424029769309,2.3340274623878483
10,0.75,0.23263699284320694,0.6579289603613344,2.331613379925654
10,0.76,0.23248746287668529,0.6576149422690475,2.3292012091178034
10,0.77,0.2323379221961308,0.6573004648406566,2.3267920164204394
10,0.78,0.23218843506313677,0.6569856507184172,2.3243869222920774
10,0.79,0.23203906876874172,0.656670629311477,2.321987102643954
10,0.8,0.23188989371993393,0.6563555370698855,2.319593790227755
10,0.81,0.23174098352615743,0.6560405177675551,2.317208275945993
10,0.82,0.2315924150855859,0.6557257227943257,2.314831910068803
10,0.83,0.23144426867091075,0.6554113114572698,2.3124661033396228
10,0.84,0.23129662801436382,0.6550974512913657,2.3101123279506264
10,0.85,0.23114958039167405,0.6547843183796422,2.307772118367349
10,0.86,0.23100321670462926,0.654472097682885,2.305447071980427
10,0.87,0.23085763156188893,0.6541609833789669,2.3031388495609244
10,0.88,0.23071292335766375,0.6538511792118393,2.3008491754942457
10,0.89,0.23056919434784975,0.6535428988501979,2.298579837766303
10,0.9,0.23042655072317192,0.6532363662557928,2.296332687674344
10,0.91,0.23028510267886,0.6529318160613283,2.294109639233715
10,0.92,0.23014496448034347,0.6526294939578454,2.2919126682508826
10,0.93,0.23000625452442044,0.6523296570914429,2.2897438110323054
10,0.94,0.22986909539531095,0.6520325744691379,2.287605162698253
10,0.95,0.22973361391497277,0.6517385273736107,2.2854988750704783
10,0.96,0.22959994118701257,0.6514478097865236,2.2834271541028412
10,0.97,0.22946821263348421,0.6511607288200263,2.2813922568244496
10,0.98,0.22933856802382033,0.6508776051559996,2.2793964877659163
10,0.99,0.22921115149510082,0.6505987734924968,2.277442194840741
10,1.0,0.2290861115628103,0.6503245829967718,2.2755317646557462
11,0.0,0.2412106980148165,0.6754694237887989,2.4806569333416633
11,0.01,0.24111439186232902,0.6752752782596346,2.4789031369330528
11,0.02,0.2410173433970864,0.675079599128906,2.4771396273705895
11,0.03,0.2409195453858235,0.6748823700686798,2.475366298931551
11,0.04,0.24082099069213822,0.6746835749006895,2.473583046718466
11,0.05,0.24072167228209387,0.6744831976053002,2.471789766738594
11,0.06,0.24062158323028374,0.6742812223313313,2.4699863559909434
11,0.07,0.2405207167263705,0.6740776334067624,2.468172712561031
11,0.08,0.24041906608210678,0.673872415350335,2.466348735723526
11,0.09,0.2403166247388527,0.6736655528840813,2.4645143260530005
11,0.1,0.24021338627559807,0.673457030946792,2.4626693855429376
11,0.11,0.24010934441750334,0.6732468347084599,2.4608138177332592
11,0.12,0.2400044930449719,0.6730349495857103,2.458947527846539
11,0.13,0.23989882620326647,0.6728213612582604,2.457070422933174
11,0.14,0.23979233811268333,0.6726060556864224,2.455182412025731
11,0.15,0.23968502317929943,0.6723890191296914,2.4532834063027296
11,0.16,0.23957687600630714,0.6721702381664413,2.451373319262151
11,0.17,0.23946789140595098,0.6719496997147665,2.4494520669049225
11,0.18,0.23935806441208485,0.6717273910545023,2.4475195679287047
11,0.19,0.23924739029336428,0.6715032998504604,2.4455757439322876
11,0.2,0.23913586456709146,0.6712774141769178,2.443620519630914
11,0.21,0.2390234830137327,0.6710497225433987,2.4416538230828984
11,0.22,0.23891024169212408,0.6708202139217913,2.4396755859278785
11,0.23,0.23879613695538607,0.670588877774842,2.437685743637119
11,0.24,0.23868116546756718,0.6703557040860751,2.435684235776216
11,0.25,0.2385653242210344,0.670120683391183,2.4336710062806706
11,0.26,0.23844861055463493,0.6698838068109365,2.431646003744746
11,0.27,0.23833102217264676,0.6696450660856675,2.429609181724058
11,0.28,0.2382125571645432,0.669404453611382,2.427560499052409
11,0.29,0.23809321402559067,0.6691619624775493,2.4254999201733236
11,0.3,0.2379729916783056,0.6689175865066395,2.42342741548685
11,0.31,0.2378518894947927,0.6686713202954571,2.421342961712137
11,0.32,0.23772990731998622,0.6684231592583453,2.4192465422663654
11,0.33,0.23760704549582287,0.6681730996723192,2.41713814766062
11,0.34,0.23748330488636757,0.6679211387241994,2.4150177759133062
11,0.35,0.23735868690391757,0.667667274559818,2.4128854329817457
11,0.36,0.2372331935361118,0.6674115063353716,2.41074113321259
11,0.37,0.2371068273740697,0.6671538342709931,2.408584899811747
11,0.38,0.2369795916415846,0.6668942597066315,2.406416765334486
11,0.39,0.23685149022539972,0.666632785160314,2.4042367721964433
11,0.4,0.23672252770659064,0.666369414388879,2.4020449732062636
11,0.41,0.23659270939308122,0.6661041524512735,2.3998414321206174
11,0.42,0.2364620413533181,0.6658370057745014,2.3976262242223267
11,0.43,0.2363305304511307,0.6655679822223212,2.395399436922431
11,0.44,0.2361981843818,0.6652970911667938,2.3931611703868967
11,0.45,0.2360650117093632,0.6650243435627794,2.3909115381888113
11,0.46,0.2359310219051771,0.6647497520254945,2.38865066798683
11,0.47,0.23579622538776407,0.6644733309112343,2.386378702230642
11,0.48,0.23566063356396535,0.6641950964013774,2.384095798894265
11,0.49,0.23552425887142053,0.6639150665897909,2.3818021322378877
11,0.5,0.23538711482239705,0.6636332615737524,2.3794978935990354
11,0.51,0.23524921604898766,0.6633497035485193,2.377183292213743
11,0.52,0.2351105783496939,0.663064416905674,2.374858556068414
11,0.53,0.2349712187374128,0.6627774283353756,2.3725239327829946
11,0.54,0.23483115548884087,0.6624887669326549,2.3701796905259993
11,0.55,0.23469040819530634,0.6621984643079001,2.3678261189619145
11,0.56,0.23454899781504193,0.6619065547016715,2.365463530231335
11,0.57,0.2344069467269031,0.6616130751039978,2.3630922599641786
11,0.58,0.23426427878553618,0.6613180653783083,2.360712668326091
11,0.59,0.23412101937799826,0.6610215683901575,2.358325141098139
11,0.6,0.2339771954818247,0.6607236301409027,2.3559300907896183
11,0.61,0.23383283572453736,0.6604242999065038,2.35352795778365
11,0.62,0.2336879704445825,0.6601236303816078,2.351119211515071
11,0.63,0.2335426317536823,0.6598216778290996,2.3487043516797996
11,0.64,0.2333968536005779,0.6595185022352875,2.346283909474636
11,0.65,0.23325067183613665,0.6592141674709094,2.343858448866152
11,0.66,0.23310412427979135,0.658908741458137,2.3414285678869193
11,0.67,0.23295725078727014,0.6586022963437685,2.3389948999570183
11,0.68,0.23281009331957006,0.6582949086787954,2.3365581152282737
11,0.69,0.23266269601311942,0.6579866596045311,2.3341189219482246
11,0.7,0.2325151052510652,0.6576776350454996,2.3316780678402824
11,0.71,0.2323673697356135,0.6573679259092684,2.3292363414960118
11,0.72,0.23221954056134,0.6570576282934261,2.3267945737747318
11,0.73,0.23207167128937883,0.6567468436998928,2.324353639205075
11,0.74,0.2319238180223856,0.6564356792567553,2.321914457382298
11,0.75,0.2317760394801604,0.6561242479478223,2.319477994354365
11,0.76,0.23162839707580088,0.6558126688500762,2.3170452639889807
11,0.77,0.23148095499224705,0.6555010673792149,2.3146173293127585
11,0.78,0.2313337802590597,0.6551895755434528,2.312195303812796
11,0.79,0.23118694282926303,0.6548783322057574,2.30978035268979
11,0.8,0.23104051565606581,0.6545674833546784,2.307373694050801
11,0.81,0.23089457476925568,0.6542571823839265,2.304976600028539
11,0.82,0.2307491993510469,0.6539475903808363,2.30259039781289
11,0.83,0.2306044718111399,0.6536388764238461,2.300216470579081
11,0.84,0.23046047786073298,0.6533312178890974,2.297856258295692
11,0.85,0.2303173065852038,0.653024800766248,2.295511258394318
11,0.86,0.23017505051515796,0.6527198199835674,2.293183026281421
11,0.87,0.23003380569551463,0.6524164797423554,2.2908731756716265
11,0.88,0.2298936717522799,0.6521149938607045,2.2885833787203658
11,0.89,0.22975475195662706,0.6518155861265839,2.286315365932635
11,0.9,0.22961715328587867,0.6515184906601956,2.284070925823394
11,0.91,0.22948098648095613,0.6512239522855153,2.281851904304129
11,0.92,0.2293463660998297,0.6509322269108739,2.2796602037691436
11,0.93,0.22921341056647407,0.650643581918402,2.2774977818543896
11,0.94,0.22908224221479662,0.6503582965620958,2.2753666498410774
11,0.95,0.22895298732697347,0.650076662374205,2.2732688706759165
11,0.96,0.22882577616559185,0.6497989835795843,2.2712065565798665
11,0.97,0.22870074299895438,0.6495255775175707,2.269181866217348
11,0.98,0.22857802611886782,0.6492567750708763,2.267197001398617
11,0.99,0.2284577678501899,0.648992921100905,2.265254203288771
11,1.0,0.22834011455136893,0.648734374888808,2.2633557480983635
12,0.0,0.24061446392556815,0.6742540052573103,2.47422078057315
12,0.01,0.24051289458108327,0.6740490141059815,2.4723829981697705
12,0.02,0.24041062121545007,0.6738425576301961,2.470535845597952
12,0.03,0.24030763757245427,0.6736346211630574,2.4686792259554777
12,0.04,0.24020393752844535,0.6734251902588795,2.4668130435633056
12,0.05,0.2400995150983476,0.6732142507029926,2.4649372040544195
12,0.06,0.23999436444212774,0.6730017885224107,2.4630516144699683
12,0.07,0.23988847987173018,0.6727877899973791,2.461156183362822
12,0.08,0.23978185585848616,0.6725722416738205,2.459250820908717
12,0.09,0.23967448704100983,0.6723551303767002,2.4573354390251487
12,0.1,0.23956636823359012,0.672136443224337,2.455409951498185
12,0.11,0.23945749443509173,0.6719161676436742,2.453474274117384
12,0.12,0.23934786083837378,0.6716942913865467,2.4515283248190114
12,0.13,0.23923746284024117,0.67147080254696,2.4495720238377547
12,0.14,0.23912629605193877,0.6712456895794155,2.44760529386713
12,0.15,0.23901435631020398,0.6710189413183087,2.445628060228855
12,0.16,0.2389016396888888,0.6707905469984279,2.443640251051342
12,0.17,0.23878814251116698,0.6705604962765906,2.4416417974576348
12,0.18,0.2386738613623404,0.6703287792544474,2.4396326337629852
12,0.19,0.23855879310325967,0.6700953865024878,2.437612697682387
12,0.2,0.2384429348843744,0.6698603090852889,2.4355819305482935
12,0.21,0.23832628416042892,0.6696235385880398,2.433540277538876
12,0.22,0.2382088387058211,0.6693850671443866,2.4314876879170866
12,0.23,0.23809059663063917,0.6691448874656375,2.4294241152808627
12,0.24,0.23797155639739595,0.6689029928713718,2.4273495178248177
12,0.25,0.2378517168384771,0.6686593773215017,2.4252638586137722
12,0.26,0.23773107717432237,0.6684140354498307,2.423167105868471
12,0.27,0.23760963703235768,0.6681669625991602,2.421059233263912
12,0.28,0.23748739646669856,0.6679181548579988,2.4189402202406436
12,0.29,0.23736435597864272,0.667667609098924,2.416810052329491
12,0.3,0.2372405165379732,0.6674153230186565,2.414668721490108
12,0.31,0.2371158796050908,0.6671612951799066,2.4125162264638442
12,0.32,0.23699044715399772,0.6669055250550486,2.4103525731413566
12,0.33,0.23686422169615193,0.6666480130716949,2.4081777749454827
12,0.34,0.23673720630521294,0.6663887606602289,2.405991853229871
12,0.35,0.2366094046427028,0.6661277703033734,2.4037948376938743
12,0.36,0.23648082098459894,0.6658650455878566,2.4015867668142623
12,0.37,0.23635146024888465,0.6656005912582601,2.399367688294291
12,0.38,0.23622132802407542,0.6653344132731217,2.3971376595306984
12,0.39,0.23609043059874427,0.6650665188633704,2.3948967480992103
12,0.4,0.23595877499206575,0.6647969165931868,2.392645032259152
12,0.41,0.23582636898540027,0.6645256164233644,2.39038260147775
12,0.42,0.23569322115494,0.664252629777268,2.388109556974777
12,0.43,0.2355593409054343,0.6639779696094825,2.385826012288107
12,0.44,0.23542473850501744,0.6637016504772484,2.383532093860864
12,0.45,0.2352894251211551,0.6634236886147787,2.381227941650739
12,0.46,0.23515341285772945,0.66314410201057,2.3789137097621325
12,0.47,0.23501671479327985,0.6628629104878081,2.3765895671017283
12,0.48,0.2348793450204161,0.66258013578798,2.3742556980581058
12,0.49,0.23474131868641912,0.662295801657811,2.371912303205987
12,0.5,0.234602652035043,0.6620099339396399,2.3695596000356685
12,0.51,0.23446336244953336,0.6617225606653588,2.3671978237082123
12,0.52,0.23432346849686822,0.6614337121540421,2.3648272278368525
12,0.53,0.2341829899732359,0.6611434211133942,2.3624480852951084
12,0.54,0.23404194795075298,0.6608517227451527,2.3600606890519775
12,0.55,0.23390036482543047,0.6605586548545838,2.3576653530345597
12,0.56,0.233758264366386,0.6602642579642105,2.3552624130183446
12,0.57,0.23361567176630668,0.6599685754319259,2.3528522275453283
12,0.58,0.23347261369315533,0.6596716535736346,2.3504351788700144
12,0.59,0.23332911834311468,0.6593735417905834,2.348011673933204
12,0.6,0.23318521549475893,0.6590742927015348,2.34558214536336
12,0.61,0.23304093656443778,0.6587739622799489,2.3431470525051625
12,0.62,0.2328963146628551,0.6584726099963366,2.340706882474677
12,0.63,0.23275138465281822,0.6581702989659585,2.3382621512403277
12,0.64,0.232606183208129,0.657867096102037,2.3358134047286785
12,0.65,0.23246074887358403,0.6575630722746612,2.3333612199537144
12,0.66,0.23231512212604402,0.657258302475562,2.3309062061680055
12,0.67,0.23216934543652645,0.6569528659889434,2.328449006033859
12,0.68,0.23202346333326823,0.6566468465685442,2.325990296812149
12,0.69,0.23187752246570048,0.65634033262113,2.3235307915661063
12,0.7,0.23173157166926678,0.6560334173965863,2.321071240376925
12,0.71,0.2315856620310098,0.6557261991848162,2.3186124315675496
12,0.72,0.23143984695584152,0.655418781519619,2.3161551929304274
12,0.73,0.2312941822334053,0.6551112733897407,2.313700392954487
12,0.74,0.23114872610542372,0.6548037894572848,2.311248942045914
12,0.75,0.23100353933342102,0.6544964502836592,2.3088017937366314
