name1,starting elo1,score1,ending elo1,name2,starting elo2,score2,ending elo2
Ginebra,1575.5674532758694,90,1585.9257704888003,TNT,1503.6323169236357,79,1493.2739997107049
Blackwater,1466.147899199697,91,1442.0874486839803,NorthPort,1472.6540227376277,117,1496.7144732533443
Phoenix,1447.8454066257902,93,1453.3790754187537,Meralco,1473.2521487825668,92,1467.7184799896033
Columbian,1308.8369645114335,124,1332.4978109646572,San Miguel,1658.1354449629875,118,1634.4745985097638
Rain or Shine,1507.0619769563023,96,1517.3441811642922,NLEX,1463.2858412894955,87,1453.0036370815055
Meralco,1467.7184799896033,99,1475.7036869128315,Blackwater,1442.0874486839803,94,1434.1022417607521
TNT,1493.2739997107049,84,1479.2686978923264,Phoenix,1453.3790754187537,93,1467.3843772371322
NLEX,1453.0036370815055,90,1445.5678493228856,NorthPort,1496.7144732533443,95,1504.1502610119642
San Miguel,1634.4745985097638,99,1643.882707579024,Ginebra,1585.9257704888003,91,1576.51766141954
Phoenix,1467.3843772371322,108,1474.7626015094618,Columbian,1332.4978109646572,98,1325.1195866923276
NLEX,1445.5678493228856,80,1437.8303438443065,TNT,1479.2686978923264,85,1487.0062033709055
Columbian,1325.1195866923276,110,1347.4373658546394,NorthPort,1504.1502610119642,100,1481.8324818496524
Meralco,1475.7036869128315,93,1468.6459135515038,San Miguel,1643.882707579024,105,1650.9404809403518
Ginebra,1576.51766141954,80,1567.9447269710322,Rain or Shine,1517.3441811642922,83,1525.9171156128
NLEX,1437.8303438443065,107,1446.849260989142,Columbian,1347.4373658546394,97,1338.418448709804
San Miguel,1650.9404809403518,93,1628.133242988653,TNT,1487.0062033709055,104,1509.8134413226044
TNT,1509.8134413226044,77,1493.9018767278815,Meralco,1468.6459135515038,88,1484.5574781462267
Rain or Shine,1525.9171156128,99,1506.164207839948,Blackwater,1434.1022417607521,111,1453.8551495336042
Blackwater,1453.8551495336042,95,1435.588335617344,Phoenix,1474.7626015094618,114,1493.029415425722
San Miguel,1628.133242988653,98,1608.9100813502198,Rain or Shine,1506.164207839948,108,1525.387369478381
NLEX,1446.849260989142,87,1455.8818540568784,Meralco,1484.5574781462267,83,1475.5248850784903
Ginebra,1567.9447269710322,97,1573.1209818434108,Columbian,1338.418448709804,85,1333.2421938374252
Alaska,1534.9744851958576,72,1519.1143438181532,Rain or Shine,1525.387369478381,85,1541.2475108560855
TNT,1493.9018767278815,80,1505.9516701805385,Magnolia,1588.606039538738,75,1576.556246086081
Columbian,1333.2421938374252,72,1323.50884941607,Alaska,1519.1143438181532,94,1528.8476882395084
San Miguel,1608.9100813502198,93,1616.5173038437435,Blackwater,1435.588335617344,79,1427.9811131238203
Phoenix,1493.029415425722,83,1497.4133726913376,NLEX,1455.8818540568784,82,1451.4978967912627
Rain or Shine,1541.2475108560855,107,1549.5861082950958,NorthPort,1481.8324818496524,100,1473.493884410642
Ginebra,1573.1209818434108,85,1583.4402836193653,Blackwater,1427.9811131238203,67,1417.6618113478658
Phoenix,1497.4133726913376,94,1490.955724385583,Rain or Shine,1549.5861082950958,98,1556.0437566008504
Magnolia,1576.556246086081,92,1558.3787727769625,San Miguel,1616.5173038437435,113,1634.6947771528621
Blackwater,1417.6618113478658,101,1413.8321000252456,Alaska,1528.8476882395084,103,1532.6773995621286
Magnolia,1558.3787727769625,74,1553.282909922763,Rain or Shine,1556.0437566008504,75,1561.1396194550498
Meralco,1475.5248850784903,85,1467.405507601887,Columbian,1323.50884941607,86,1331.6282268926734
Phoenix,1490.955724385583,98,1496.6132208692215,NorthPort,1473.493884410642,96,1467.8363879270034
Columbian,1331.6282268926734,100,1324.6654416580438,Blackwater,1413.8321000252456,106,1420.7948852598752
Alaska,1532.6773995621286,80,1514.410413457989,Phoenix,1496.6132208692215,94,1514.880206973361
Meralco,1467.405507601887,86,1460.5521148035007,Magnolia,1553.282909922763,92,1560.1363027211494
TNT,1505.9516701805385,100,1519.695324666396,Rain or Shine,1561.1396194550498,92,1547.3959649691924
Alaska,1514.410413457989,104,1545.614353989937,Ginebra,1583.4402836193653,78,1552.2363430874175
Rain or Shine,1547.3959649691924,82,1534.082721907339,Columbian,1324.6654416580438,85,1337.9786847198973
Magnolia,1560.1363027211494,87,1553.0578851591163,Phoenix,1514.880206973361,89,1521.9586245353942
NorthPort,1467.8363879270034,123,1460.6598023762717,Meralco,1460.5521148035007,126,1467.7287003542324
San Miguel,1634.6947771528621,121,1640.5405887763795,NLEX,1451.4978967912627,111,1445.6520851677453
Blackwater,1420.7948852598752,89,1399.0169101376764,TNT,1519.695324666396,127,1541.4732997885947
Alaska,1545.614353989937,86,1527.8032765474652,Magnolia,1553.0578851591163,103,1570.868962601588
NorthPort,1460.6598023762717,107,1456.2316412284592,San Miguel,1640.5405887763795,113,1644.968749924192
Phoenix,1521.9586245353942,97,1515.7287200029023,Ginebra,1552.2363430874175,100,1558.4662476199094
Magnolia,1570.868962601588,109,1579.487279168852,Columbian,1337.9786847198973,83,1329.3603681526333
NLEX,1445.6520851677453,91,1473.5904624437264,Alaska,1527.8032765474652,70,1499.864899271484
Alaska,1499.864899271484,78,1486.1601971079342,TNT,1541.4732997885947,92,1555.1780019521445
Meralco,1467.7287003542324,85,1462.3448628727133,Rain or Shine,1534.082721907339,88,1539.466559388858
San Miguel,1644.968749924192,93,1634.4020669921167,Phoenix,1515.7287200029023,96,1526.2954029349776
NLEX,1473.5904624437264,122,1489.355920062199,Blackwater,1399.0169101376764,101,1383.251452519204
Ginebra,1558.4662476199094,97,1566.992822598656,Magnolia,1579.487279168852,93,1570.9607041901054
Alaska,1486.1601971079342,92,1501.5446354277308,Meralco,1462.3448628727133,77,1446.9604245529167
Magnolia,1570.9607041901054,103,1580.5180385655822,NorthPort,1456.2316412284592,90,1446.6743068529825
TNT,1555.1780019521445,101,1557.713457727833,Columbian,1329.3603681526333,98,1326.824912376945
Blackwater,1383.251452519204,87,1377.80334369608,Magnolia,1580.5180385655822,97,1585.966147388706
NLEX,1489.355920062199,96,1480.4182452090827,Ginebra,1566.992822598656,105,1575.9304974517722
NorthPort,1446.6743068529825,109,1482.086684818029,TNT,1557.713457727833,83,1522.3010797627865
San Miguel,1634.4020669921167,114,1645.3335095904501,Alaska,1501.5446354277308,96,1490.6131928293973
Alaska,1490.6131928293973,84,1477.2317371607983,NorthPort,1482.086684818029,94,1495.468140486628
Ginebra,1575.9304974517722,86,1583.5143070767208,Meralco,1446.9604245529167,76,1439.3766149279681
