name1,starting elo1,score1,ending elo1,name2,starting elo2,score2,ending elo2
TNT,1534.311979583831,116,1542.7300748621633,Meralco,1587.8826202786165,113,1579.4645250002843
Alaska,1492.1666786648905,78,1501.2308003464086,Rain or Shine,1453.3406128056945,71,1444.2764911241763
San Miguel,1593.886389121241,124,1586.1651509123396,Ginebra,1628.1217307101715,129,1635.842968919073
Columbian,1371.7725633170305,111,1365.3268452047841,NLEX,1471.669409108113,117,1478.1151272203595
Blackwater,1403.459430036991,95,1420.9668060596084,Magnolia,1604.010558177586,89,1586.5031821549687
Meralco,1579.4645250002843,106,1585.6520947728627,Blackwater,1420.9668060596084,97,1414.77923628703
TNT,1542.7300748621633,99,1550.9732364125414,Alaska,1501.2308003464086,93,1492.9876387960305
Columbian,1365.3268452047841,107,1361.7281193980652,San Miguel,1586.1651509123396,113,1589.7638767190585
Magnolia,1586.5031821549687,83,1568.4169256977862,Ginebra,1635.842968919073,105,1653.9292253762555
Blackwater,1414.77923628703,82,1398.4069808355573,Rain or Shine,1444.2764911241763,99,1460.648746575649
San Miguel,1589.7638767190585,119,1569.9536949979592,NorthPort,1404.7871260182342,127,1424.5973077393335
Columbian,1361.7281193980652,106,1369.9561685931362,Phoenix,1454.5909021776004,104,1446.3628529825294
NLEX,1478.1151272203595,126,1497.7405340180926,TNT,1550.9732364125414,113,1531.3478296148082
Alaska,1492.9876387960305,101,1501.8429465990273,Blackwater,1398.4069808355573,91,1389.5516730325605
Ginebra,1653.9292253762555,98,1659.1430342688407,Rain or Shine,1460.648746575649,89,1455.434937683064
Magnolia,1568.4169256977862,118,1575.4426232806547,Columbian,1369.9561685931362,103,1362.9304710102676
Meralco,1585.6520947728627,125,1608.8944835730695,San Miguel,1569.9536949979592,99,1546.7113061977525
Rain or Shine,1455.434937683064,91,1438.0296125708871,NLEX,1497.7405340180926,111,1515.1458591302694
Blackwater,1389.5516730325605,93,1386.2876739996652,Ginebra,1659.1430342688407,101,1662.407033301736
NorthPort,1424.5973077393335,99,1416.8597503154795,Alaska,1501.8429465990273,106,1509.5805040228813
Ginebra,1662.407033301736,77,1634.371988752214,Meralco,1608.8944835730695,101,1636.9295281225914
San Miguel,1546.7113061977525,99,1550.2322731289514,Blackwater,1386.2876739996652,96,1382.7667070684663
Phoenix,1446.3628529825294,81,1436.094158108715,Magnolia,1575.4426232806547,97,1585.7113181544692
Columbian,1362.9304710102676,74,1357.5843296343078,Meralco,1636.9295281225914,92,1642.2756694985512
TNT,1531.3478296148082,93,1526.7518932707603,Ginebra,1634.371988752214,96,1638.967925096262
San Miguel,1550.2322731289514,85,1536.298229817226,Rain or Shine,1438.0296125708871,91,1451.9636558826126
Meralco,1642.2756694985512,103,1648.1208967409866,NorthPort,1416.8597503154795,89,1411.014523073044
Magnolia,1585.7113181544692,85,1579.283803344109,NLEX,1515.1458591302694,86,1521.5733739406296
NorthPort,1411.014523073044,102,1427.2982041479079,NLEX,1521.5733739406296,94,1505.2896928657658
Alaska,1509.5805040228813,105,1514.8051813894654,Phoenix,1436.094158108715,102,1430.869480742131
Phoenix,1430.869480742131,120,1436.6730213532103,Blackwater,1382.7667070684663,117,1376.963166457387
Ginebra,1638.967925096262,113,1645.0603216069253,Columbian,1357.5843296343078,90,1351.4919331236445
TNT,1526.7518932707603,93,1518.1744062190064,Magnolia,1579.283803344109,100,1587.8612903958629
Rain or Shine,1451.9636558826126,83,1462.791209471364,Meralco,1648.1208967409866,81,1637.2933431522351
NorthPort,1427.2982041479079,98,1438.6775008318007,Ginebra,1645.0603216069253,96,1633.6810249230325
NLEX,1505.2896928657658,90,1488.326761277923,Alaska,1514.8051813894654,106,1531.7681129773082
San Miguel,1536.298229817226,108,1525.9789385020667,TNT,1518.1744062190064,114,1528.4936975341657
