name1,starting elo1,score1,ending elo1,name2,starting elo2,score2,ending elo2
Rain or Shine,1512.046748290729,90,1519.8307240131255,Meralco,1456.3885251024751,84,1448.6045493800787
Ginebra,1548.849622539301,76,1535.3652615861681,NLEX,1414.6000113931589,81,1428.0843723462917
Alaska,1554.184895513617,105,1563.2152081380113,Globalport,1514.4194231780868,98,1505.3891105536925
Magnolia,1608.1813739116606,76,1603.8024366172335,San Miguel,1645.6180567485783,77,1649.9969940430053
TNT,1533.5310021000132,72,1525.294366376093,Phoenix,1440.319350662505,74,1448.5559863864253
Kia,1336.4146894494977,77,1326.1507439136144,Ginebra,1535.3652615861681,103,1545.6292071220514
San Miguel,1649.9969940430053,96,1625.733734804633,Blackwater,1435.4463011103783,106,1459.7095603487505
NLEX,1428.0843723462917,87,1434.5872644331293,Meralco,1448.6045493800787,85,1442.101657293241
Rain or Shine,1519.8307240131255,101,1532.649467977658,Magnolia,1603.8024366172335,95,1590.983692652701
NLEX,1434.5872644331293,96,1450.461288270204,Alaska,1563.2152081380113,89,1547.3411843009367
Ginebra,1545.6292071220514,93,1561.2210186851187,TNT,1525.294366376093,78,1509.7025548130257
Phoenix,1448.5559863864253,90,1442.3720359115625,Meralco,1442.101657293241,92,1448.2856077681038
TNT,1509.7025548130257,84,1492.6053023078782,Globalport,1505.3891105536925,99,1522.48636305884
Blackwater,1459.7095603487505,95,1471.0185199583823,Kia,1326.1507439136144,76,1314.8417843039826
Globalport,1522.48636305884,81,1509.636758535938,Magnolia,1590.983692652701,96,1603.8332971756029
Alaska,1547.3411843009367,96,1536.12680442987,San Miguel,1625.733734804633,109,1636.9481146756998
NLEX,1450.461288270204,93,1457.9863179381828,Blackwater,1471.0185199583823,90,1463.4934902904035
Meralco,1448.2856077681038,84,1457.0106607259834,Ginebra,1561.2210186851187,82,1552.495965727239
Kia,1314.8417843039826,91,1307.0555768210597,Globalport,1509.636758535938,108,1517.422966018861
Blackwater,1463.4934902904035,83,1471.6187988764239,Phoenix,1442.3720359115625,78,1434.2467273255422
Rain or Shine,1532.649467977658,95,1524.8448385636761,Alaska,1536.12680442987,99,1543.931433843852
San Miguel,1636.9481146756998,108,1638.1926729506588,Kia,1307.0555768210597,106,1305.8110185461007
Magnolia,1603.8332971756029,94,1618.1727527351347,Meralco,1457.0106607259834,65,1442.6712051664515
TNT,1492.6053023078782,101,1514.206444921144,NLEX,1457.9863179381828,75,1436.3851753249169
Rain or Shine,1524.8448385636761,95,1549.1848604676063,San Miguel,1638.1926729506588,80,1613.8526510467286
Globalport,1517.422966018861,100,1506.9643539977756,Phoenix,1434.2467273255422,104,1444.7053393466276
Ginebra,1552.495965727239,100,1563.707251417966,Rain or Shine,1549.1848604676063,92,1537.9735747768793
