name1,starting elo1,score1,ending elo1,name2,starting elo2,score2,ending elo2
Blackwater,1467.7724003116186,80,1447.0035128432417,Rain or Shine,1490.0518920752095,103,1510.8207795435865
TNT,1505.318044806903,109,1517.786416698991,Globalport,1531.6047296149761,101,1519.136357722888
Star,1599.5768937462499,114,1615.9879944068014,Phoenix,1471.215346581747,83,1454.8042459211956
San Miguel,1595.9478555345147,98,1603.4281688605365,Rain or Shine,1510.8207795435865,91,1503.3404662175647
Ginebra,1520.9007451661762,85,1529.7997348671877,Alaska,1554.236879063305,81,1545.3378893622935
Phoenix,1454.8042459211956,71,1444.5257812453008,Star,1615.9879944068014,91,1626.2664590826962
Globalport,1519.136357722888,90,1510.2959120772387,TNT,1517.786416698991,95,1526.6268623446404
Alaska,1545.3378893622935,97,1530.7775317111032,Ginebra,1529.7997348671877,108,1544.360092518378
TNT,1526.6268623446404,98,1515.33613667031,San Miguel,1603.4281688605365,111,1614.7188945348669
Star,1626.2664590826962,78,1631.9683976785593,Ginebra,1544.360092518378,74,1538.6581539225149
San Miguel,1614.7188945348669,85,1606.3300544748129,TNT,1515.33613667031,87,1523.724976730364
Ginebra,1538.6581539225149,89,1534.512025398022,Star,1631.9683976785593,91,1636.1145262030523
TNT,1523.724976730364,98,1536.490255837856,San Miguel,1606.3300544748129,92,1593.5647753673209
Star,1636.1145262030523,62,1616.8720585435328,Ginebra,1534.512025398022,73,1553.7544930575414
San Miguel,1593.5647753673209,97,1604.584835398052,TNT,1536.490255837856,86,1525.4701958071248
Ginebra,1553.7544930575414,93,1566.8198298007803,Star,1616.8720585435328,86,1603.8067218002939
TNT,1525.4701958071248,101,1539.2097979698747,San Miguel,1604.584835398052,94,1590.8452332353022
Star,1603.8067218002939,89,1614.3709971701805,Ginebra,1566.8198298007803,80,1556.2555544308937
San Miguel,1590.8452332353022,104,1605.2315392332757,TNT,1539.2097979698747,88,1524.8234919719011
Ginebra,1556.2555544308937,91,1584.7140810426747,Star,1614.3709971701805,67,1585.9124705583995
TNT,1524.8234919719011,83,1513.7053677430156,San Miguel,1605.2315392332757,96,1616.3496634621613
Star,1585.9124705583995,75,1569.764429200743,Ginebra,1584.7140810426747,89,1600.8621224003311
San Miguel,1616.3496634621613,108,1632.9345687663558,Ginebra,1600.8621224003311,92,1584.2772170961366
Ginebra,1584.2772170961366,124,1595.7339941834232,San Miguel,1632.9345687663558,118,1621.4777916790692
San Miguel,1621.4777916790692,99,1633.9667686015177,Ginebra,1595.7339941834232,88,1583.2450172609747
Ginebra,1583.2450172609747,85,1573.2471928548753,San Miguel,1633.9667686015177,94,1643.9645930076172
San Miguel,1643.9645930076172,91,1651.2761753697466,Ginebra,1573.2471928548753,85,1565.9356104927458
