name1,starting elo1,score1,ending elo1,name2,starting elo2,score2,ending elo2
Rain or Shine,1535.473328607896,92,1542.356372283002,Phoenix,1472.8421677776673,87,1465.9591241025614
Ginebra,1505.2053035393856,70,1500.5032214075798,San Miguel,1569.0516574330993,72,1573.7537395649051
Meralco,1481.3294600744127,92,1463.3597151789465,Mahindra,1435.7379096719403,105,1453.7076545674065
Star,1539.2539970507494,90,1527.6661079369328,Alaska,1512.1000741988698,97,1523.6879633126864
NLEX,1445.020229713381,96,1432.893534487667,Globalport,1516.4116457061646,110,1528.5383409318786
San Miguel,1573.7537395649051,107,1582.3330286399848,Rain or Shine,1542.356372283002,101,1533.7770832079223
Ginebra,1500.5032214075798,83,1512.4466144479723,Meralco,1463.3597151789465,72,1451.416322138554
Blackwater,1485.069550391101,103,1493.0788488677597,Alaska,1523.6879633126864,100,1515.6786648360278
TNT,1502.5046758353328,77,1489.9875000761754,Star,1527.6661079369328,88,1540.1832836960903
Mahindra,1453.7076545674065,92,1441.043300770097,TNT,1489.9875000761754,104,1502.651853873485
Phoenix,1465.9591241025614,102,1478.0962684469055,NLEX,1432.893534487667,91,1420.756390143323
Meralco,1451.416322138554,82,1468.5348290504892,Rain or Shine,1533.7770832079223,72,1516.6585762959871
Blackwater,1493.0788488677597,90,1481.7644326181353,Ginebra,1512.4466144479723,99,1523.7610306975967
Globalport,1528.5383409318786,100,1520.6947469061663,San Miguel,1582.3330286399848,106,1590.176622665697
Alaska,1515.6786648360278,107,1528.7532102356731,Mahindra,1441.043300770097,91,1427.9687553704516
Ginebra,1523.7610306975967,73,1512.4175614448554,Phoenix,1478.0962684469055,79,1489.4397376996467
Star,1540.1832836960903,111,1554.175316002607,Blackwater,1481.7644326181353,95,1467.7724003116186
TNT,1502.651853873485,102,1511.0892776757205,Globalport,1520.6947469061663,98,1512.2573231039307
Mahindra,1427.9687553704516,106,1440.5985350782623,NLEX,1420.756390143323,96,1408.1266104355122
Phoenix,1489.4397376996467,85,1471.215346581747,Alaska,1528.7532102356731,106,1546.9776013535727
Meralco,1468.5348290504892,73,1441.4869982264627,Star,1554.175316002607,120,1581.2231468266334
San Miguel,1590.176622665697,98,1595.9478555345147,TNT,1511.0892776757205,94,1505.318044806903
Globalport,1512.2573231039307,117,1531.6047296149761,Rain or Shine,1516.6585762959871,99,1497.3111697849417
NLEX,1408.1266104355122,80,1399.6434267141915,Ginebra,1512.4175614448554,90,1520.9007451661762
Star,1581.2231468266334,126,1599.5768937462499,Mahindra,1440.5985350782623,87,1422.2447881586459
Alaska,1546.9776013535727,94,1554.236879063305,Rain or Shine,1497.3111697849417,89,1490.0518920752095
