name1,starting elo1,score1,ending elo1,name2,starting elo2,score2,ending elo2
Converge,1341.5061276780539,103,1339.477428329865,San Miguel,1708.558640964613,112,1710.5873403128019
Ginebra,1579.6111864616885,87,1587.590122911926,TNT,1582.1329652604122,83,1574.1540288101746
Phoenix,1426.3940639762093,112,1471.171218017568,NLEX,1543.902685227914,77,1499.1255311865552
Rain or Shine,1510.9928637728458,102,1504.5715183694938,Magnolia,1611.745350094347,108,1618.166695497699
Meralco,1568.8441567967675,99,1551.838271134838,Converge,1339.477428329865,104,1356.4833139917946
San Miguel,1710.5873403128019,120,1717.112089492322,NorthPort,1460.112172791499,100,1453.587423611979
NorthPort,1453.587423611979,108,1443.6578424846723,Terrafirma,1292.746180833747,110,1302.6757619610537
TNT,1574.1540288101746,108,1581.0712689280958,Phoenix,1471.171218017568,101,1464.2539778996468
Phoenix,1464.2539778996468,76,1457.4510537037365,Meralco,1551.838271134838,82,1558.6411953307481
Magnolia,1618.166695497699,91,1611.1245634454287,San Miguel,1717.112089492322,98,1724.1542215445922
Blackwater,1345.170207461457,113,1341.117380068221,NorthPort,1443.6578424846723,115,1447.7106698779082
Converge,1356.4833139917946,93,1351.3496217292643,Ginebra,1587.590122911926,105,1592.7238151744564
Meralco,1558.6411953307481,74,1585.750836299598,Magnolia,1611.1245634454287,51,1584.014922476579
San Miguel,1724.1542215445922,120,1730.8244456855064,NLEX,1499.1255311865552,103,1492.4553070456411
Blackwater,1341.117380068221,109,1338.6560105848607,San Miguel,1730.8244456855064,124,1733.2858151688667
TNT,1581.0712689280958,103,1565.7764759152249,Converge,1351.3496217292643,107,1366.6444147421353
Magnolia,1584.014922476579,108,1587.077090111677,Terrafirma,1302.6757619610537,100,1299.6135943259555
NLEX,1492.4553070456411,104,1475.6574838703198,Rain or Shine,1504.5715183694938,120,1521.3693415448151
Blackwater,1338.6560105848607,102,1367.6790369756638,Phoenix,1457.4510537037365,83,1428.4280273129334
San Miguel,1733.2858151688667,92,1722.1863769289894,Meralco,1585.750836299598,95,1596.8502745394753
Magnolia,1587.077090111677,93,1577.579898461563,TNT,1565.7764759152249,98,1575.2736675653389
Ginebra,1592.7238151744564,72,1581.1689347558365,NLEX,1475.6574838703198,76,1487.2123642889396
