name1,starting elo1,score1,ending elo1,name2,starting elo2,score2,ending elo2
TNT,1599.8189950156902,88,1589.5449152357396,Phoenix,1480.6823804665382,91,1490.9564602464889
Bay Area,1576.440228944075,89,1565.9800026938276,Meralco,1450.871003144852,92,1461.3312293950994
NorthPort,1491.3291835593086,75,1486.5825551229063,Rain or Shine,1508.0117881575968,76,1512.758416593999
Converge,1547.9349145500032,108,1560.9948300164542,NLEX,1410.1185359561227,84,1397.0586204896717
Terrafirma,1288.20558165103,90,1281.43947592505,TNT,1589.5449152357396,121,1596.3110209617196
Magnolia,1578.509921260575,91,1587.6477995583873,Blackwater,1380.0591475461563,69,1370.921269248344
San Miguel,1598.5564627395968,96,1593.3338530823828,Ginebra,1589.4618570084567,97,1594.6844666656707
Phoenix,1490.9564602464889,127,1484.2833068043367,Converge,1560.9948300164542,132,1567.6679834586064
NLEX,1397.0586204896717,94,1386.369577655061,NorthPort,1486.5825551229063,107,1497.271597957517
Rain or Shine,1512.758416593999,87,1488.925352348063,Bay Area,1565.9800026938276,120,1589.8130669397638
Blackwater,1370.921269248344,98,1365.4252782169929,Meralco,1461.3312293950994,102,1466.8272204264506
Phoenix,1484.2833068043367,80,1475.7650588901658,Magnolia,1587.6477995583873,90,1596.1660474725581
NorthPort,1497.271597957517,91,1500.9645397816294,Terrafirma,1281.43947592505,85,1277.7465341009377
Bay Area,1589.8130669397638,118,1598.1476879539368,NLEX,1386.369577655061,98,1378.034956640888
Converge,1567.6679834586064,102,1571.361822162914,Rain or Shine,1488.925352348063,101,1485.2315136437553
TNT,1596.3110209617196,91,1581.6858018769262,Meralco,1466.8272204264506,97,1481.452439511244
Magnolia,1596.1660474725581,85,1604.8713360983725,San Miguel,1593.3338530823828,80,1584.6285644565685
NLEX,1378.034956640888,114,1359.9699547801758,Terrafirma,1277.7465341009377,124,1295.8115359616497
Ginebra,1594.6844666656707,98,1600.413841026613,Blackwater,1365.4252782169929,84,1359.6959038560506
San Miguel,1584.6285644565685,108,1589.6938365856251,Phoenix,1475.7650588901658,104,1470.6997867611092
Bay Area,1598.1476879539368,95,1608.0539163989545,Magnolia,1604.8713360983725,89,1594.9651076533548
NorthPort,1500.9645397816294,112,1522.3630246724108,Converge,1571.361822162914,97,1549.9633372721325
TNT,1581.6858018769262,85,1574.3164724710794,Ginebra,1600.413841026613,89,1607.7831704324599
Bay Area,1608.0539163989545,140,1633.2492936245308,TNT,1574.3164724710794,108,1549.121095245503
Terrafirma,1295.8115359616497,103,1289.2631782140027,San Miguel,1589.6938365856251,131,1596.2421943332722
Blackwater,1359.6959038560506,97,1347.959025054477,Rain or Shine,1485.2315136437553,116,1496.9683924453288
Ginebra,1607.7831704324599,117,1593.7262593994512,NLEX,1359.9699547801758,120,1374.0268658131845
Phoenix,1470.6997867611092,135,1489.124399355163,Terrafirma,1289.2631782140027,84,1270.838565619949
San Miguel,1596.2421943332722,119,1613.3139056217058,TNT,1549.121095245503,99,1532.0493839570695
Magnolia,1594.9651076533548,108,1604.0915973988906,Meralco,1481.452439511244,96,1472.3259497657082
NorthPort,1522.3630246724108,105,1508.5509490359143,Ginebra,1593.7262593994512,122,1607.5383350359477
Meralco,1472.3259497657082,81,1453.2695784814266,NLEX,1374.0268658131845,92,1393.083237097466
Converge,1549.9633372721325,96,1534.1753951347855,Ginebra,1607.5383350359477,115,1623.3262771732948
San Miguel,1613.3139056217058,113,1617.7541641130056,Meralco,1453.2695784814266,108,1448.8293199901268
Rain or Shine,1496.9683924453288,90,1485.6205219716123,Magnolia,1604.0915973988906,106,1615.439467872607
