name1,starting elo1,score1,ending elo1,name2,starting elo2,score2,ending elo2
NLEX,1393.083237097466,100,1384.148330157056,Rain or Shine,1485.6205219716123,110,1494.5554289120223
Converge,1534.1753951347855,96,1520.5422704912842,San Miguel,1617.7541641130056,114,1631.387288756507
Ginebra,1623.3262771732948,118,1634.289864645235,NorthPort,1508.5509490359143,102,1497.5873615639741
Bay Area,1633.2492936245308,126,1648.5205347643237,Rain or Shine,1494.5554289120223,96,1479.2841877722294
Magnolia,1615.439467872607,102,1621.6632686252415,Phoenix,1489.124399355163,95,1482.9005986025286
NorthPort,1497.5873615639741,93,1492.1359679126203,Ginebra,1634.289864645235,99,1639.7412582965887
San Miguel,1631.387288756507,120,1641.1136982993714,Converge,1520.5422704912842,107,1510.8158609484196
San Miguel,1641.1136982993714,102,1636.1981302719807,Bay Area,1648.5205347643237,103,1653.4361027917143
Ginebra,1639.7412582965887,87,1646.2717919684744,Magnolia,1621.6632686252415,84,1615.1327349533558
Magnolia,1615.1327349533558,96,1620.7773517617454,Ginebra,1646.2717919684744,95,1640.6271751600848
Bay Area,1653.4361027917143,114,1671.9610485670705,San Miguel,1636.1981302719807,95,1617.6731844966246
San Miguel,1617.6731844966246,98,1624.9658742942572,Bay Area,1671.9610485670705,96,1664.6683587694379
Ginebra,1640.6271751600848,103,1661.5907040724019,Magnolia,1620.7773517617454,80,1599.8138228494283
Magnolia,1599.8138228494283,84,1586.5988494068467,Ginebra,1661.5907040724019,99,1674.8056775149835
Bay Area,1664.6683587694379,94,1669.8562122185162,San Miguel,1624.9658742942572,92,1619.7780208451788
Ginebra,1674.8056775149835,96,1691.3298466205088,Bay Area,1669.8562122185162,81,1653.332043112991
Bay Area,1653.332043112991,99,1674.272418578276,Ginebra,1691.3298466205088,82,1670.3894711552236
Ginebra,1670.3894711552236,89,1678.4081887351194,Bay Area,1674.272418578276,85,1666.2537009983803
Bay Area,1666.2537009983803,94,1678.1150442661321,Ginebra,1678.4081887351194,86,1666.5468454673676
Ginebra,1666.5468454673676,101,1680.0756962897563,Bay Area,1678.1150442661321,91,1664.5861934437435
Bay Area,1664.5861934437435,87,1671.9774009986168,Ginebra,1680.0756962897563,84,1672.684488734883
Ginebra,1672.684488734883,114,1689.4700704518114,Bay Area,1671.9774009986168,99,1655.1918192816884
