name1,starting elo1,score1,ending elo1,name2,starting elo2,score2,ending elo2
San Miguel,1626.5191611854846,88,1585.1343744527687,NorthPort,1521.413405702892,121,1562.798192435608
Meralco,1510.3317375676356,101,1517.8629029124222,Phoenix,1446.681228312144,95,1439.1500629673574
Rain or Shine,1510.379132349715,104,1544.1054629736361,Ginebra,1635.0934154124093,81,1601.3670847884882
NLEX,1344.7564657787905,106,1324.1249827203528,Blackwater,1390.897230297046,132,1411.5287133554837
TNT,1557.7670714581575,110,1574.6567718512788,San Miguel,1585.1343744527687,97,1568.2446740596474
Alaska,1545.5875191343575,93,1552.7055997016341,Meralco,1517.8629029124222,89,1510.7448223451456
Phoenix,1439.1500629673574,82,1432.2933211830966,Rain or Shine,1544.1054629736361,89,1550.9622047578969
NorthPort,1562.798192435608,102,1569.3721380699617,Magnolia,1546.4592764457232,99,1539.8853308113694
Ginebra,1601.3670847884882,86,1580.4206249907015,TNT,1574.6567718512788,104,1595.6032316490655
San Miguel,1568.2446740596474,127,1579.1106145163221,Blackwater,1411.5287133554837,106,1400.662772898809
Magnolia,1539.8853308113694,98,1544.8431837293933,NLEX,1324.1249827203528,88,1319.1671298023289
TNT,1595.6032316490655,104,1606.5105895675754,Meralco,1510.7448223451456,91,1499.8374644266357
Alaska,1552.7055997016341,76,1543.7940389263517,Phoenix,1432.2933211830966,78,1441.204881958379
Columbian,1364.1143563556457,103,1359.316951978637,Magnolia,1544.8431837293933,110,1549.640588106402
Ginebra,1580.4206249907015,110,1587.3752584201536,San Miguel,1579.1106145163221,107,1572.15598108687
Rain or Shine,1550.9622047578969,105,1545.3251363059144,NorthPort,1569.3721380699617,107,1575.0092065219442
Meralco,1499.8374644266357,91,1478.8199709279277,NLEX,1319.1671298023289,100,1340.184623301037
TNT,1606.5105895675754,109,1609.9205954694232,Columbian,1359.316951978637,102,1355.9069460767892
San Miguel,1572.15598108687,119,1585.220098747533,Alaska,1543.7940389263517,107,1530.7299212656887
NorthPort,1575.0092065219442,127,1587.2489040264309,Blackwater,1400.662772898809,99,1388.4230753943223
Magnolia,1549.640588106402,99,1554.1267901297767,Phoenix,1441.204881958379,96,1436.7186799350043
Columbian,1355.9069460767892,86,1353.2682045350448,Rain or Shine,1545.3251363059144,88,1547.9638778476588
Ginebra,1587.3752584201536,100,1592.8325863864477,NLEX,1340.184623301037,85,1334.7272953347428
Phoenix,1436.7186799350043,97,1457.4843528356332,NorthPort,1587.2489040264309,87,1566.483231125802
San Miguel,1585.220098747533,82,1550.3245703277346,Magnolia,1554.1267901297767,118,1589.0223185495752
NLEX,1334.7272953347428,100,1347.7596321427757,Rain or Shine,1547.9638778476588,97,1534.931541039626
Phoenix,1457.4843528356332,111,1474.933172490756,Ginebra,1592.8325863864477,103,1575.3837667313248
Magnolia,1589.0223185495752,99,1597.7885866290899,Meralco,1478.8199709279277,88,1470.053702848413
San Miguel,1550.3245703277346,132,1539.4740857669317,Columbian,1353.2682045350448,134,1364.1186890958477
Ginebra,1575.3837667313248,118,1587.6322889600074,Alaska,1530.7299212656887,106,1518.4813990370062
Columbian,1364.1186890958477,108,1361.6466256304088,NorthPort,1566.483231125802,110,1568.9552945912408
Rain or Shine,1534.931541039626,81,1519.1938542586922,TNT,1609.9205954694232,102,1625.658282250357
Blackwater,1388.4230753943223,104,1404.6839009577536,Magnolia,1597.7885866290899,99,1581.5277610656585
NLEX,1347.7596321427757,105,1344.3453195787265,San Miguel,1539.4740857669317,109,1542.8883983309809
Phoenix,1474.933172490756,98,1466.1993758599963,Columbian,1361.6466256304088,100,1370.3804222611686
Alaska,1518.4813990370062,84,1512.4573873026106,Rain or Shine,1519.1938542586922,86,1525.2178659930878
TNT,1625.658282250357,115,1632.7413975904628,Blackwater,1404.6839009577536,97,1397.6007856176477
Magnolia,1581.5277610656585,81,1560.8166078164472,Ginebra,1587.6322889600074,102,1608.3434422092187
Rain or Shine,1525.2178659930878,86,1534.1859094728866,Magnolia,1560.8166078164472,82,1551.8485643366485
San Miguel,1542.8883983309809,128,1557.9897477594266,Phoenix,1466.1993758599963,108,1451.0980264315506
Phoenix,1451.0980264315506,85,1442.526667427705,NLEX,1344.3453195787265,87,1352.916678582572
Meralco,1470.053702848413,92,1466.6696573435306,NorthPort,1568.9552945912408,93,1572.3393400961231
Rain or Shine,1534.1859094728866,87,1528.6643860741005,San Miguel,1557.9897477594266,89,1563.5112711582126
Alaska,1512.4573873026106,104,1495.9726550009314,Blackwater,1397.6007856176477,112,1414.085517919327
Ginebra,1608.3434422092187,127,1611.035085760363,Columbian,1370.3804222611686,123,1367.6887787100243
San Miguel,1563.5112711582126,91,1552.6133487993563,Meralco,1466.6696573435306,95,1477.5675797023869
Magnolia,1551.8485643366485,83,1539.6572328303507,TNT,1632.7413975904628,98,1644.9327290967606
